Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
HSZRX,Small Growth,3,4,2,41010000,0.2264,0.1114,4,0,0.2985,0.0286,0.1911,0.1391,0.2524,0.1866,0.1114,0.0912,1.24,98.76,0,0,23.89,19.8,2.18,1.19,8.71," 2,370.00 ",0.1399,4.72,15.8,12.04,6.52,0.33,11.48,1.78,0,5.26,23.06,19.01,0.2985,0.0286,0.5,1.12,1.52,87.39,14.84,1.23,16.61,0.24,1.14,1.08,90.54,21.6,0.6,9.7
HTAAX,Moderate Allocation,2,7,4,78060000,0.1008,0.0542,14,5,0.2114,-0.3066,0.1139,-0.0414,0.0476,0.0576,0.0417,0.0461,10.54,56.49,31.11,1,24.39,14.44,1.82,1.4,7.16," 51,200.00 ",0.1837,5.26,11.58,19.13,1.88,8.21,13.86,1.86,4.28,7.94,9.63,16.37,0.2114,-0.3066,-2.65,1.15,0.67,98,9.82,0.81,6.76,-3.46,1.11,0.52,97.04,13.48,0.45,4.78
HTECX,Technology,2,5,2,5510000,0.1729,0.0894,8,2,0.5493,-0.4289,0.2219,-0.1197,0.1564,0.0756,0.0894,0.0621,4.23,95.77,0,0,43.07,22.65,2.67,2.37,12.26," 13,210.00 ",0.2479,0,10.63,0.65,1.52,0,12.98,0,1.24,0,4.5,68.48,0.5493,-0.4289,-4.09,1.04,0.72,80.19,16.67,0.52,7.17,1.82,0.92,0.89,81.8,20.09,0.52,9.57
HVOYX,Large Value,4,1,5,146800000,0.2238,0.1331,7,3,0.4506,-0.4173,0.2157,-0.1358,0.2735,0.1571,0.1331,0.0845,0,98.62,0,1.38,24.12,14.24,1.52,1.14,4.67," 19,210.00 ",0.1217,4.43,5.51,20.61,4.02,7.41,14.83,2.53,1.23,17.19,9.4,12.83,0.4506,-0.4173,-3.58,1.22,1.32,95.01,15.56,1.01,12.79,1.81,1.17,1.24,94.99,21.67,0.68,11.3
HWAAX,Mid-Cap Value,4,2,4,269290000,0.2327,0.2033,7,3,0.6959,-0.4224,0.2804,-0.1791,0.2355,0.1945,0.1903,0.0959,0.1,95.99,3.31,0.58,46.16,11.09,0.93,0.67,2.22," 19,120.00 ",0.0444,2.49,11.98,38.42,0.02,9.66,0.02,5.34,1.39,5.89,12.09,12.71,0.6959,-0.4224,0.76,1.29,1.77,84.5,17.36,1.22,16.75,7.59,1.25,1.8,85.18,24.47,0.88,16.18
IAALX,Aggressive Allocation,1,1,5,1490000000,0.1696,0.0687,8,2,0.2956,-0.4056,0.1644,-0.0951,0.1698,0.1078,0.0687,0.0619,7.37,76.94,9.94,3.74,75.59,14.76,1.92,1.32,8.06," 27,790.00 ",0.1674,4.41,12.38,15.42,4.54,8.87,13.55,1.54,3.25,8.07,10.81,17.18,0.2956,-0.4056,-3.54,1.59,0.93,96.11,13.67,0.81,6.75,-5.12,1.57,0.71,97.32,19.05,0.44,4.3
IASMX,Pacific/Asia ex-Japan Stk,2,2,4,22230000,-0.1203,0.0574,10,6,0.8605,-0.5738,0.3391,-0.1884,-0.0237,-0.0485,0.0574,0.0915,0.07,97.52,0,2.41,43.67,10.02,1.46,0.95,6.46," 12,690.00 ",0.2546,14,13.15,3.15,6.7,0,0,7.91,5.82,15.41,4.28,29.57,0.8605,-0.5738,-11.58,0.91,-0.24,58.36,20.63,-0.14,-5.43,0.12,1.17,0.85,73.9,30.22,0.34,4.8
IASRX,World Allocation,5,2,4,29540000000,0.1314,0.0877,3,1,0.2345,-0.0801,0.0751,0.0616,0.1835,0.0989,0.0877,0.1154,18.86,64.53,4.88,11.61,34.36,12.85,1.71,1.37,3.85," 41,900.00 ",0.439,1.57,36.32,24.63,0,3.47,2.85,0,1.57,7.65,4.72,17.21,0.2345,-0.0801,-6.14,1.84,0.91,81.55,17.2,0.63,5.33,0.21,1.1,0.81,65.54,16.2,0.59,7.9
IBNBX,Aggressive Allocation,3,1,1,1340000000,0.1489,0.0884,8,1,0.152,-0.2024,0.1022,-0.0079,0.0945,0.114,0.0855,0.0722,11.96,71.28,16.56,0.03,17.38,16.38,2.1,1.85,8.16," 42,150.00 ",0.2028,3.56,21.11,14.63,0,10.18,7.28,0,2,9.06,18.99,13.18,0.152,-0.2024,2.12,1.06,1,88.41,9.54,1.25,11.41,0.88,0.96,0.77,89.13,12.14,0.75,9.11
ICARX,Diversified Pacific/Asia,3,3,4,30710000,0.0546,0.0834,9,6,0.6972,-0.5198,0.3069,-0.2283,0.1144,0.0343,0.0834,0.0813,9.36,90.63,0,0.01,25.75,11.99,1.8,0.92,6.54," 9,870.00 ",0.265,4.89,21.52,13.85,6.29,9.22,9.6,0.77,9.08,6.4,10.46,7.94,0.6972,-0.5198,-4.05,0.97,0.44,74.23,19.47,0.27,3.47,2.24,1.02,0.92,85.18,24.47,0.45,8.07
ICAVX,Large Value,3,1,3,1040000000,0.1903,0.0849,4,2,0.2651,-0.3882,0.1284,-0.0668,0.1932,0.1398,0.0849,0.0735,2.73,97.27,0,0,37.09,15.48,2,1.39,9.4," 64,230.00 ",0.1325,3.09,15.62,17.03,0,5.93,19.86,2.04,5.57,11.75,10.04,9.07,0.2651,-0.3882,-3.02,1.07,1.17,96.16,13.58,1.03,12.95,-1.55,1.02,0.83,97.41,18.77,0.52,8.18
ICDCX,World Stock,3,3,3,311790000,0.2406,0.0761,7,4,0.3547,-0.3299,0.2246,-0.101,0.3759,0.1055,0.0761,0.0645,24.04,69.83,3.04,0,48.35,13.03,0.78,0.67,2.5," 23,380.00 ",-0.0533,6.47,25.85,40.29,1.44,0,0,0,0,8.65,11.61,5.69,0.3547,-0.3299,2.31,0.99,0.98,83.16,18.75,0.63,10.63,2.11,0.83,0.78,86.14,19.89,0.46,8.99
ICGEX,World Stock,3,7,2,73080000,0.1414,0.0471,7,2,0.2506,-0.3996,0.1769,-0.0938,0.1697,0.0919,0.0471,0.0643,0.14,99.65,0,0.21,15.19,12.13,1.4,0.91,5.56," 41,630.00 ",0.1137,7.09,8.82,18.21,0.77,3.79,13.77,6.32,5.86,12.95,11.3,11.12,0.2506,-0.3996,2.43,0.75,0.81,94.28,13.45,0.72,12.1,-0.88,0.86,0.55,94.43,19.53,0.33,5.36
ICHCX,Health,4,9,3,96140000,0.283,0.1129,12,3,0.4303,-0.2991,0.2077,-0.0894,0.2748,0.2114,0.1129,0.0856,22.57,77.41,0,0.02,54.78,16.92,3.84,1.81,13.42," 46,250.00 ",0.0764,0,0,0,0,0,96.34,0,0,0,2.42,1.24,0.4303,-0.2991,11.77,0.67,1.66,69.58,11.47,1.73,31.51,5.54,0.67,1,70.59,15.76,0.75,16.63
ICHKX,China Region,2,1,4,111740000,0.007,0.082,11,7,0.9276,-0.5447,0.3494,-0.147,0.1219,-0.0532,0.082,0.1075,0.08,97.37,0,2.55,46.28,9.9,1.22,0.73,5.56," 14,380.00 ",0.2357,10.94,10.21,16.3,6.42,0,0,1.81,3.7,13.37,9.74,27.52,0.9276,-0.5447,-12.34,0.96,-0.25,58.42,21.9,-0.14,-5.6,2.49,1.12,1.01,72.03,29.19,0.41,7.23
ICLLX,Conservative Allocation,3,1,3,1090000000,0.0399,0.0624,8,2,0.2384,-0.2209,0.1085,-0.034,0.0386,0.0528,0.0624,0.0522,9.81,30,52.96,2.57,73.65,14.53,1.94,1.35,8.05," 29,140.00 ",0.1649,4.37,12.1,15.48,2.32,8.82,14.36,1.69,3.59,8.1,10.81,18.36,0.2384,-0.2209,-1.05,0.68,0.44,94.2,5.93,0.88,7.62,-0.39,0.79,0.55,93.37,9.82,0.65,7.72
ICSCX,Small Blend,3,1,4,1380000000,0.2507,0.1035,17,6,0.3531,-0.3511,0.1978,-0.0718,0.3,0.1742,0.1035,0.1003,1.33,98.67,0,0,13.38,18.01,1.59,0.89,6.01," 1,180.00 ",0.1933,6.2,12.73,14.98,7.14,0.81,6.51,1.5,0,5.24,23.52,21.36,0.3531,-0.3511,-3.45,1.33,1.47,88.34,17.52,1,13.07,-1.91,1.35,1.11,89.68,25.87,0.51,7.56
IDGTX,Global Real Estate,3,4,3,4990000000,0.0302,0.0574,3,3,0.3338,-0.4156,0.1304,-0.1013,0.0967,0.0882,0.0574,0.0955,0.64,98.27,0,1.09,27.81,25.91,1.49,4.86,14.24," 10,340.00 ",0.1865,0.62,1.47,0.28,97.63,0,0,0,0,0,0,0,0.3338,-0.4156,-2.41,1,0.82,73.71,16.73,0.58,8.71,-2.56,1.21,0.75,87.21,25.52,0.35,4.65
IFFWX,World Stock,3,4,4,41540000,0.1032,0.0329,3,1,0.2095,-0.1402,0.0401,0.0315,0.1465,0.067,0.0329,0.0665,0.34,98.78,0,0.88,19.67,13.76,1.76,1.27,7.34," 23,750.00 ",0.2122,8.29,12.38,13.83,1.83,7.57,17.21,0.81,0.75,12.75,7.42,17.16,0.2095,-0.1402,-1.19,0.96,0.67,88.99,17.58,0.45,6.93,-2.75,1,0.49,93.65,22.86,0.25,3.18
IGLAX,Global Real Estate,3,4,2,4990000000,0.0296,0.0576,8,3,0.4135,-0.4153,0.3,-0.1011,0.0332,0.0668,0.0451,0.089,0.64,98.27,0,1.09,27.81,25.91,1.49,4.86,14.24," 10,340.00 ",0.1865,0.62,1.47,0.28,97.63,0,0,0,0,0,0,0,0.4135,-0.4153,-2.41,1,0.82,73.76,16.7,0.58,8.72,-2.53,1.21,0.75,87.19,25.46,0.35,4.68
IGNEX,Natural Resources,2,1,5,1960000000,0.0513,0.0012,3,2,0.7502,-0.6153,0.1721,-0.0761,0.0018,-0.0171,-0.0106,0.0816,27.09,69.18,0.23,3.51,50.41,14.07,1.56,1.15,6.46," 14,040.00 ",0.1555,29.76,0,0,0,0,0,0.66,0,64.31,5.27,0,0.7502,-0.6153,-14.72,1.54,0.33,64.75,27.3,0.14,0.11,-7.57,1.38,0.46,71.88,32.1,0.17,0
IHOAX,Foreign Large Blend,3,1,2,1410000000,0.1219,0.0755,11,5,0.3913,-0.4275,0.2112,-0.1818,0.1253,0.0522,0.0634,0.086,0,95.54,0,4.46,24.15,15.05,1.59,0.85,5.18," 24,400.00 ",0.1082,7.25,14.88,22.48,2.63,9.61,12.36,1.93,0.97,6.99,11.67,9.24,0.3913,-0.4275,-0.34,0.89,0.69,93.37,15.99,0.51,8.03,1.32,0.97,0.81,95.47,21.9,0.44,7.69
IIBIX,World Allocation,3,4,4,438570000,0.0649,0.0685,3,2,0.2888,-0.3223,0.1174,-0.0062,0.0962,0.0626,0.0685,0.0771,26.16,52.69,14.64,2.31,17.96,12.25,1.54,0.98,5.65," 39,010.00 ",0.0642,2.9,5.35,18.46,2.11,8.91,19.3,7.2,12.08,12.85,5.6,5.24,0.2888,-0.3223,-5.52,1.32,0.56,90.2,11.75,0.57,4.68,-4.21,1.43,0.68,94.73,17.58,0.46,4.71
IICAX,Large Blend,4,9,1,91530000,0.182,0.0904,47,12,0.2886,-0.2857,0.1309,-0.059,0.157,0.1472,0.0904,0.059,4.5,95.5,0,0,43.29,15.65,3.09,1.64,8.21," 120,730.00 ",0.113,2.55,10.11,13.26,0,21.64,12.57,1.59,0,8.58,19.04,10.66,0.2886,-0.2857,3.23,0.69,1.18,88.23,9.1,1.55,21.26,0.83,0.8,0.82,94.69,14.76,0.65,11.23
IIFBX,Foreign Large Blend,3,1,3,1640000000,0.1492,0.0757,10,5,0.429,-0.4207,0.2204,-0.1484,0.1575,0.053,0.0727,0.0955,15.84,82.81,1.35,0,21.84,11.92,1.51,0.81,5.25," 26,810.00 ",0.1346,4.44,13.68,13.31,1.95,14.28,12.25,1.59,8.8,10.11,10.81,8.79,0.429,-0.4207,-1.72,0.95,0.62,95.47,16.84,0.44,6.46,1.28,0.98,0.82,96.74,22.13,0.44,7.59
IIGCX,Equity Precious Metals,2,7,4,754240000,-0.3951,-0.0031,5,4,0.6238,-0.2942,0.3504,0.0153,-0.4923,-0.2188,-0.0031,0.071,2.59,87.93,0,9.48,53.91,16.06,1.45,3.98,10.39," 3,920.00 ",0.4772,100,0,0,0,0,0,0,0,0,0,0,0.6238,-0.2942,-28.71,0.76,-1.62,11.67,31.91,-0.61,-28.83,0.69,0.84,0.72,15.31,42.11,0.2,-0.51
IIVLX,Small Blend,3,9,3,993370000,0.2408,0.1329,8,2,0.4971,-0.3928,0.2648,-0.0568,0.2519,0.1819,0.1329,0.126,2.48,97.52,0,0,13.1,14.83,1.5,0.9,6.32," 3,460.00 ",0.1784,5.77,11.24,20.42,8.81,4.8,7.67,5.84,0,6.6,15.07,13.78,0.4971,-0.3928,-3.01,1.34,1.53,91.09,17.44,1.05,13.51,1.26,1.26,1.29,89.97,24.09,0.64,10.42
IMSAX,Mid-Cap Value,4,8,1,8240000,0.15,0.0718,7,3,0.2532,-0.3526,0.1121,-0.097,0.1917,0.1173,0.0718,0.0475,1.01,98.99,0,0,26.98,13.06,1.68,0.87,4.29," 14,840.00 ",0.0975,4.8,12.94,12.33,3,7.23,7.12,1.33,6.95,12.61,14.74,16.97,0.2532,-0.3526,-3.77,0.99,1,85.59,13.29,0.9,11.76,-1.56,0.88,0.69,92.1,16.55,0.5,8.04
IOBCX,Intermediate-Term Bond,2,9,3,97940000,-0.0175,0.0563,8,2,0.1492,-0.038,0.0741,0.0158,-0.0246,0.021,0.0563,0.0373,7.84,0.13,88.21,1.33,21.77,15.11,1.65,1.4,6.21," 18,540.00 ",0.0191,0.67,0,4.42,0,0,0,73.64,7.62,13.64,0,0,0.1492,-0.038,-0.12,0.79,0.18,37.03,3.64,0.57,2.58,2.08,0.64,0.46,33.22,4.09,1.33,8.56
IPCAX,Diversified Pacific/Asia,2,3,4,30710000,0.0538,0.0813,4,2,0.5196,-0.5214,0.1323,-0.0422,0.0489,0.0117,0.0686,0.0721,9.36,90.63,0,0.01,25.75,11.99,1.8,0.92,6.54," 9,870.00 ",0.265,4.89,21.52,13.85,6.29,9.22,9.6,0.77,9.08,6.4,10.46,7.94,0.5196,-0.5214,-4.28,0.97,0.42,74.24,19.46,0.26,3.22,2.05,1.02,0.91,85.17,24.47,0.44,7.87
IREEX,Real Estate,2,5,2,513850000,0.0098,0.0454,4,1,0.282,-0.3674,0.1857,0.0018,-0.0251,0.0799,0.033,0.0768,0,96.97,0.74,1.74,43.34,40.35,2.35,5.88,15.51," 9,030.00 ",0.2252,0,1.5,0,97.06,0,0.77,0,0.68,0,0,0,0.282,-0.3674,-0.2,0.91,0.91,65.72,16.1,0.68,11.04,-3.14,1.29,0.76,71.66,30.09,0.3,3.42
IRGWX,Global Real Estate,4,4,3,4990000000,0.0319,0.0606,3,1,0.3391,-0.0539,0.1338,0.1097,0.0992,0.091,0.0606,0.0973,0.64,98.27,0,1.09,27.81,25.91,1.49,4.86,14.24," 10,340.00 ",0.1865,0.62,1.47,0.28,97.63,0,0,0,0,0,0,0,0.3391,-0.0539,-2.18,1,0.84,73.93,16.73,0.6,8.97,-2.27,1.21,0.77,87.31,25.51,0.36,4.91
IRSAX,Real Estate,2,5,2,513850000,0.0111,0.0438,11,2,0.4114,-0.3643,0.2806,-0.1318,-0.0238,0.08,0.0316,0.0773,0,96.97,0.74,1.74,43.34,40.35,2.35,5.88,15.51," 9,030.00 ",0.2252,0,1.5,0,97.06,0,0.77,0,0.68,0,0,0,0.4114,-0.3643,-0.16,0.91,0.91,65.66,16.06,0.68,11.08,-3.28,1.29,0.75,71.63,30.04,0.3,3.31
ISCBX,Foreign Small/Mid Growth,2,2,4,213660000,0.1866,0.0846,11,5,1.2462,-0.5278,0.3222,-0.2688,0.1715,0.0849,0.0817,0.0942,5.8,94.2,0,0,17.41,15.86,2.4,1.18,7.48," 4,110.00 ",0.2647,8.75,25.97,8.84,4.18,4.96,8.9,0.05,2.03,7.46,21.56,7.3,1.2462,-0.5278,0.79,1.09,0.94,85.02,20.48,0.55,8.76,1.99,1.13,0.98,89.38,26.51,0.44,7.38
ISCWX,Foreign Small/Mid Value,4,2,3,261630000,0.2011,0.1024,3,1,0.4614,-0.1738,0.1469,0.0759,0.2767,0.1007,0.1024,0.1023,1.53,96.56,0,1.87,8.41,11.34,1.11,0.4,4.59," 1,150.00 ",0.1874,9.86,20.38,8.89,4.46,3.98,5.59,1.06,1.78,5.18,26.94,11.87,0.4614,-0.1738,1.72,0.99,0.94,89.35,18.14,0.62,10.11,3.6,1.09,1.08,93.32,24.96,0.52,9.3
ISTEX,Technology,4,3,1,3130000000,0.3481,0.1671,3,2,0.3971,-0.2818,0.1402,0.0361,0.29,0.189,0.1534,0.1291,0.46,88.43,0.9,9.92,41.55,20.06,2.58,1.62,9.49," 8,180.00 ",0.159,2.55,0,0.84,0.23,0,20.37,0,3.47,0.51,13.06,58.96,0.3971,-0.2818,9.44,0.9,1.71,77.99,14.62,1.4,23.49,9.24,0.83,1.43,81.17,18.26,0.94,19.89
ITHRX,Large Blend,3,1,5,11570000000,0.277,0.0892,4,2,0.4252,-0.4628,0.1069,-0.0483,0.3591,0.1316,0.0892,0.0897,0,93.91,0,6.09,27.26,14.36,1.75,0.84,4.67," 24,450.00 ",0.2124,2.87,22.28,13.96,0.93,7.02,13.42,0.97,1.08,6.15,16.03,15.29,0.4252,-0.4628,-6.02,1.24,1.15,87.62,16.49,0.83,10.52,-1.98,1.15,0.91,91.92,21.75,0.5,7.64
IVBYX,World Allocation,3,4,4,438570000,0.0624,0.0655,7,2,0.2843,-0.3246,0.1478,-0.0328,0.0931,0.0596,0.0655,0.0753,26.16,52.69,14.64,2.31,17.96,12.25,1.54,0.98,5.65," 39,010.00 ",0.0642,2.9,5.35,18.46,2.11,8.91,19.3,7.2,12.08,12.85,5.6,5.24,0.2843,-0.3246,-5.81,1.32,0.54,90.2,11.76,0.54,4.45,-4.48,1.43,0.66,94.78,17.56,0.44,4.51
IVDBX,Large Growth,2,3,3,336150000,0.1735,0.0564,7,2,0.1875,-0.3708,0.1402,-0.0593,0.1123,0.1092,0.0532,0.0676,4.87,93.69,0.6,0.84,32.63,15.49,2.11,2.03,9.87," 58,170.00 ",0.1292,6.25,10.46,21.32,0,10.17,13.04,1.09,0,14.86,17.76,5.04,0.1875,-0.3708,-6.25,1.16,1.02,92.24,15.04,0.81,10.01,-4.01,1,0.61,93.73,18.76,0.38,5.5
IVIFX,Foreign Large Blend,3,1,3,1640000000,0.1512,0.0786,10,5,0.4331,-0.419,0.2208,-0.1486,0.1996,0.0643,0.0786,0.0972,15.84,82.81,1.35,0,21.84,11.92,1.51,0.81,5.25," 26,810.00 ",0.1346,4.44,13.68,13.31,1.95,14.28,12.25,1.59,8.8,10.11,10.81,8.79,0.4331,-0.419,-1.5,0.95,0.64,95.56,16.84,0.45,6.7,1.55,0.98,0.84,96.76,22.12,0.45,7.89
IYSYX,Small Value,1,2,2,274360000,0.2307,0.1134,6,3,0.2923,-0.2509,0.1234,-0.0587,0.2699,0.1391,0.1134,0.0949,3.77,89.14,7.09,0,26.94,16.21,1.39,0.82,4.38," 1,810.00 ",0.0492,6.64,27.25,18.21,5.38,0.75,5.16,3.78,0,12.7,12.37,7.78,0.2923,-0.2509,-5.24,1.24,1.2,86.92,16.46,0.87,11.18,1.04,1.05,1.07,86.53,20.49,0.62,10.65
JABAX,Moderate Allocation,4,9,1,9930000000,0.123,0.1006,16,4,0.312,-0.1522,0.166,-0.0461,0.1327,0.1,0.1006,0.0831,2.04,52.39,41.69,3.7,18.81,15.06,2.65,1.48,9.34," 43,660.00 ",0.2413,7.67,19.18,14.1,1.28,7.35,16.16,0,4.08,7.48,10.15,12.56,0.312,-0.1522,0.4,1.03,0.83,94.11,8.93,1.11,9.67,2.68,0.86,0.85,92.07,10.73,0.94,11.56
JAMRX,Large Growth,3,3,4,3560000000,0.2079,0.1183,14,5,0.9623,-0.4436,0.3391,-0.2724,0.2306,0.1494,0.1183,0.09,0,97.26,0,2.74,20.75,18.33,2.97,1.56,11.09," 28,090.00 ",0.2348,2.75,19.81,4.83,2.66,12.87,10.84,0.47,1.94,4.77,10.94,28.11,0.9623,-0.4436,-2.43,1.1,1.25,92.36,14.13,1.05,13.58,1.04,1.1,1.12,93.15,20.61,0.64,10.65
JCAPX,Large Growth,3,3,4,3150000000,0.1932,0.0961,5,2,0.4421,-0.437,0.1248,-0.0531,0.1994,0.145,0.0961,0.1017,0.8,99.2,0,0,47.05,19.33,2.5,1.55,12.03," 43,530.00 ",0.21,2.56,28.63,11.04,0,1.51,25.53,0,2.2,0,4.96,23.57,0.4421,-0.437,-3.35,1.14,1.23,84.52,15.36,0.96,12.67,-0.52,1.05,0.94,88.07,20.21,0.55,9.05
JCMVX,Mid-Cap Value,4,1,1,13860000000,0.2057,0.1181,10,1,0.2909,-0.3357,0.1869,-0.0772,0.2262,0.1766,0.1181,0.0969,3.85,96.15,0,0,15.54,16.53,1.97,1.21,8.3," 9,690.00 ",0.1781,4.18,23.88,21.01,5.23,6.27,5.25,9.83,1.42,5.41,6.53,10.99,0.2909,-0.3357,1.98,0.95,1.43,92.8,12.23,1.39,18.51,1.65,1.02,1.09,93.34,19.02,0.68,11.5
JDEAX,Large Blend,4,2,3,2180000000,0.2059,0.1086,9,2,0.3106,-0.3698,0.1489,-0.0873,0.142,0.1421,0.0967,0.0712,3.5,96.5,0,0,21.57,14.7,1.98,1.18,6.9," 53,480.00 ",0.1526,2.82,13.14,15.88,0.64,8.94,12.14,2.61,2.9,10.65,11.31,18.98,0.3106,-0.3698,-0.37,1.03,1.33,99.03,12.8,1.24,15.78,0.7,1.01,1,99.5,18.29,0.65,10.65
JDRAX,Large Growth,4,2,2,268740000,0.2086,0.1079,7,1,0.3324,-0.4266,0.1696,-0.1208,0.1299,0.1438,0.0948,0.0654,0,97.15,0,2.85,14.89,15.79,3.65,1.74,8.89," 20,000.00 ",0.1942,4.6,16.4,6.43,3.92,12.59,13.5,0.46,7.55,3.83,15.45,15.29,0.3324,-0.4266,1.17,0.94,1.35,94.3,12.08,1.34,17.55,1.24,0.94,0.99,95.14,17.48,0.67,11.32
JDVRX,Large Blend,3,6,4,668390000,0.2264,0.0928,5,2,0.4078,-0.4284,0.1418,-0.1144,0.2647,0.1338,0.0928,0.0805,2.37,97.63,0,0,24.53,13.99,1.55,0.88,5.2," 30,010.00 ",0.1743,2.4,8.02,22.77,0,7.51,15.32,2.78,6.06,14.89,9.17,11.08,0.4078,-0.4284,-5.44,1.21,1.15,93.64,15.52,0.88,11,-0.73,1.03,0.9,91.23,19.52,0.55,8.89
JEMSX,Diversified Emerging Mkts,3,3,2,3130000000,-0.064,0.0615,8,3,0.6702,-0.4958,0.3816,-0.0243,0.0022,-0.0097,0.0615,0.1309,3.26,96.73,0,0.01,30.67,12.92,2,1.3,4.82," 27,320.00 ",0.1429,4.49,12.8,26.82,1.08,16.24,0,0,5.42,6.09,10.11,16.95,0.6702,-0.4958,-7.88,0.89,0.06,69.73,18.47,0.03,-1.18,0.26,1.04,0.77,82.08,25.42,0.36,5.8
JENSX,Large Growth,4,4,1,4890000000,0.1943,0.0866,14,6,0.2898,-0.2897,0.1781,-0.0458,0.2201,0.136,0.0866,0.0686,1.87,98.13,0,0,44.05,17.33,4.07,2.07,12.35," 42,630.00 ",0.1004,5.61,10.62,3.66,0,16.06,18.19,0,0,0,23.15,22.7,0.2898,-0.2897,-0.95,0.91,1.12,91.56,11.76,1.14,14.91,-0.34,0.9,0.81,94.31,16.67,0.58,9.54
JFESX,Europe Stock,5,4,4,430370000,0.2188,0.0743,8,3,0.4497,-0.4746,0.2698,-0.0944,0.373,0.1264,0.0743,0.0999,10.57,88.7,0,0.73,20.05,13.04,1.52,0.69,2.55," 19,840.00 ",0.0977,3.87,19.23,20.3,2.05,5.92,10.71,1.57,5.24,10.93,17.9,2.26,0.4497,-0.4746,3.18,1.12,1.16,93.15,20.09,0.69,11.24,0.78,1.12,0.87,94.78,25.44,0.41,6.54
JFTAX,Foreign Large Blend,3,5,4,572350000,0.1362,0.0528,8,3,0.3467,-0.4575,0.2091,-0.0904,0.1665,0.0567,0.0415,0.0594,1.2,98.6,0,0.2,15.87,12.51,1.4,0.81,5.36," 30,310.00 ",0.1452,7.31,15.76,23.15,2.52,9.34,10.94,2.76,5.34,6.35,10.19,6.35,0.3467,-0.4575,-1.08,1.05,0.75,97.16,18.45,0.48,7.16,-1.16,1.06,0.66,98.09,23.63,0.33,4.89
JGASX,Large Growth,4,2,4,2390000000,0.3091,0.1389,4,2,0.3691,-0.4178,0.1784,-0.0111,0.2946,0.1934,0.1389,0.1174,2.75,97.25,0,0,23.8,20.86,3.3,2.02,10.79," 16,480.00 ",0.282,3.25,23.35,10.2,0.93,0,14.91,0,0,5.8,17.3,24.27,0.3691,-0.4178,-0.12,1.2,1.59,87.62,15.96,1.19,15.99,3.24,1.06,1.26,90.42,20.07,0.75,13.05
JGVAX,World Stock,5,1,2,194560000,0.1486,0.0944,9,2,0.3841,-0.3783,0.1844,-0.0815,0.1581,0.1167,0.0944,0.0734,16.28,83.72,0,0,21.85,12.25,1.45,1.03,6.91," 23,270.00 ",0.0196,1.85,2.47,10.94,4.1,17.68,22,6.72,10.46,7.32,9.12,7.33,0.3841,-0.3783,6.79,0.48,0.96,82.21,9.29,1.23,23.89,4.52,0.68,0.87,81.5,16.74,0.62,13.67
JIARX,Large Blend,5,2,3,2370000000,0.2129,0.1049,5,1,0.2994,-0.3882,0.1413,-0.062,0.2099,0.1688,0.1049,0.0824,3.06,96.94,0,0,21.26,13.26,2.09,1.05,6.02," 31,570.00 ",0.1772,3.66,10.81,14.6,2.28,9.28,12.65,2.96,4.72,9,11.78,18.27,0.2994,-0.3882,-0.36,1.06,1.38,97.4,13.37,1.23,15.79,0.37,1.01,0.98,97.44,18.56,0.63,10.24
JIERX,Foreign Large Blend,3,1,4,1850000000,0.109,0.0693,4,2,0.3489,-0.4054,0.0892,-0.0483,0.2096,0.087,0.0693,0.0792,4.96,95.04,0,0,20.72,12.68,1.57,1.2,5.27," 52,310.00 ",0.1261,11.54,15.03,19.89,2.41,10.7,11.25,0.9,1.96,8.75,12.73,4.84,0.3489,-0.4054,0.32,0.99,0.82,96.15,17.54,0.56,8.7,0.49,1.04,0.79,97.26,23.27,0.4,6.58
JIICX,Foreign Large Blend,3,5,4,572350000,0.1318,0.0476,4,2,0.2652,-0.4603,0.0597,-0.0913,0.215,0.0703,0.0476,0.0598,1.2,98.6,0,0.2,15.87,12.51,1.4,0.81,5.36," 30,310.00 ",0.1452,7.31,15.76,23.15,2.52,9.34,10.94,2.76,5.34,6.35,10.19,6.35,0.2652,-0.4603,-1.58,1.05,0.71,97.14,18.41,0.46,6.66,-1.66,1.06,0.62,98.07,23.63,0.31,4.39
